text,binary_label,multiclass_label
"Like I said,I am not here to compare different faiths,that what you are doing and you want me to do the same shit? You are the idiot who is clearly making the point that you think that you are better than the soldiers who are practicing muslims.If not, then admit it here.",cyberbullying,religion
Can’t no bitch do it like me so Idgaf lol,cyberbullying,gender/sexual
"@sahilkhanMB @vaibhavUP65 @Salansar1 You are not understanding context here Radical islamist, muslim Brotherhood is problem for both Saudi Arabia &amp; India. No one is forcing any religion on anyone, these ties are important for peaceful coexistence. Why bring idol worship here ? Grow up.",cyberbullying,religion
@ANameLol6 @huntersho13 @Rising223 @libsoftiktok You realize you wouldn’t be able to act like a little bitch on the internet if they didn’t do what they did?,cyberbullying,gender/sexual
These restaurants TWEAK asl bitch 15$ for one TINY piece of tilapia. Bitch die please tf?,cyberbullying,gender/sexual
"I met mysta in my dream. He said, ""Get up! bitch!"" and slapped me.",cyberbullying,gender/sexual
No Fr get y’all nigga back,cyberbullying,ethnicity/race
@ndnmik don’t call this bitch if you’re dying stg you just gone have to die 💀 https://t.co/5Zcwy9SfbD,cyberbullying,gender/sexual
me: this hard boiled egg is greatscottish man: let’s try wrapping that bitch in sausage,cyberbullying,gender/sexual
@BlackIdrisElba never seen a nigga said he’s eating elk so casually 😂,cyberbullying,ethnicity/race
"i deleted tiktok bcs of trolls and stuff, thinking instagram reels would be better. ALL I SEE ON INSTAGRAM REELS ARE DUMB PEOPLE WHO REFUSE TO LISTEN TO ANY PIECE OF FACTUAL INFORMATION GIVEN TO THEM",cyberbullying,ethnicity/race
"Omg, just kill this bitch already#LastOfUsHBO",cyberbullying,gender/sexual
"""It takes a village"" doesn't mean you're responsible for someone elses kid. It means taking the crosswalk when they're nearby even w clear roads &amp; don't call or sibling a punk ass bitch in front of a kid who doesn't know our relationship &amp; might think it's ok to call anyone a punk ass bitch",cyberbullying,gender/sexual
@JBH0NCH0 Nigga think he in the hood,cyberbullying,ethnicity/race
"@LifeInKhilafah Islam, on the other hand fights to take away people's freedom and force them to obey an imaginary terrorist god.",cyberbullying,religion
Both conservative Christians and conservative Muslims can get yeeted for trying to criminalize LGBTQ people. Stop trying to split hairs. Radical Muslims kill people for being gay. You're an idiot if you deny that fact.,cyberbullying,religion
Lmfao bitch never been fat ! Thick yeah https://t.co/NzEkNsKgld,cyberbullying,gender/sexual
bitch mad at me cs her hair ain’t grow since 4th grade .. bitch that’s not my fault tf 😂😂😂??,cyberbullying,gender/sexual
That nigga Beasley like 1-10 from three right now as a laker. Its really annoying how players come here and forget how to shoot,cyberbullying,ethnicity/race
4k Masters badge Pathfinder drops us into Overlook on top of a squad with a Masters and Diamond trail. He goes down like a bitch and yells at me to do something because I had 0 damage with no gun.EVERY. SINGLE. ONE. I'm telling ya. #ApexLegends,cyberbullying,gender/sexual
I really jst like arguing 😂jst like a nigga,cyberbullying,ethnicity/race
"@c5nt5r__l5ft1st I’d be happy to see them both in a gulag I suppose, if that’s what you wanted me to say. As for your question though, rape usually leaves the victim still alive, and they rarely ever get closure. Knowing their rapist is being punished could provide some.",cyberbullying,gender/sexual
@_nikky_bunny_ @Pedestrianskel i think. idk if bro does but i see it sm &amp; it’s so fucking dumb LMAO,cyberbullying,ethnicity/race
"One of the Prophet’s wives was originally named Barrah (pious) and he changed it to Zaynab as Allaah had said in the Qur’an, “Do not claim piety for yourselves for He knows best who is Godfearing.”( 53:32Name Muslim actions Muslim is important https://t.co/V6U6CKrg4h",cyberbullying,religion
We Support U Stop Redical Islamic terrorism,cyberbullying,religion
@MusaHakeem010 @reachind_uk @5Pillarsuk And you know of anyone says something contrary to your belief they're the ones who will be in trouble Islam is NOT. Religion of peaceIt is all about assimilation then you'll turn our country Into a 3rd world shit hole,cyberbullying,religion
@bidostraps6696 nigga fuck yo cheap cleans,cyberbullying,ethnicity/race
"I love that you love Jesus.But will u try & be less divisive & http://provoking.Voting left, right or other is a choice of the individual.Choosing doesn’t make folks wrong or http://bad.As a Black Christian woman of 50 my path isn’t yours &amp; its ok.",cyberbullying,religion
"We know now that, Real Christians do not support the Orange Antichrist...and the religious, radical, delusional, evil frauds...do. See List of Religious Frauds Fraudklin Graham Jerry Fakewell Jr. Fraudla White Mike Pence Krazye West Joel O'stealyourmoney Etc...etc...",cyberbullying,religion
@mmpadellan Are you still running your mouth you dumb fucking pedophile loving racist?,cyberbullying,ethnicity/race
this nigga ja morant gonna crash out.,cyberbullying,ethnicity/race
@julie_ppc @bcgift @RedWatcher2323 Things begin to surface and I fully support distancing from her.  And then she blew off the diagalon thing as a “joke”.  She’s supposed to be a professional &amp; aware of who she affiliated with. Once I saw the rcmp investigation regarding Mackenzie speaking about rape (cont),cyberbullying,gender/sexual
"If you my nigga then you my nigga then, told all my bitches they mine forever",cyberbullying,ethnicity/race
@arsh_505 A sikh must follow his guru. A hindu must follow Hinduism. The Guru rejected both Muslim and Hindu practices. We believe in worshipping the supreme creator by reading Gurbani and meditating on him. #love #peace,cyberbullying,religion
"Niggas goin out sad, a nigga like me goin out wit the next bitch😂😂😂😂😂😂😂😂😂 https://t.co/vyF7oxweYT",cyberbullying,ethnicity/race
"sorry for my pretentious music opinions. i am currently forcing myself to listen to music that isn't ""I love necrophillia fuck shit ass bitch shitting in a toilet"" by pussy killer cunt head. and I'm not having a good time..",cyberbullying,gender/sexual
@TiyonTC You betta be that bitch at 15!!!!❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,cyberbullying,gender/sexual
"@Timothy_Greer_ @j_jwill25 All things I called you AFTER you started living up to it. Don’t act like a lil bitch and I won’t call you one.So tell you what- I won’t sling any more insults or be snide from here on out for however long you can be an adult. So, what’s your mature, rational rebuttal to this? https://t.co/9EyEnjRWO3",cyberbullying,gender/sexual
"My parents already starting with the subtle marriage questions. It’s subtle now but in a couple years it’s gonna be blatant. I got bad news for them lmao. But what they gonna hear is “I haven’t found the right one, a good wholesome Christian woman.”",cyberbullying,religion
Now see! Now you’ve shown your true colors Far Right Radical MAGA dummy (Cherry Picking Christian). A racist indeed. You have no problem with rape. You support a Five Time Draft Dodger who pals around with Sex trafficker Jeffrey Epstein. Bending your faith to promote racism.,cyberbullying,religion
That bitch so damn annoying.. that scream was literal nails on chalkboard https://t.co/eW0YgGOipR,cyberbullying,gender/sexual
I hope bitch ass Teddy doesn't kill Gustavo,cyberbullying,gender/sexual
@CallMeWhxnever Whoever they make rate juice wrld albums at pitchfork must hate this nigga,cyberbullying,ethnicity/race
@FirstThemNEWS Why that White Nigger isn't locked up for the rest of her life uncivilized APE.,cyberbullying,ethnicity/race
I am so done with the disturbing drawings bitch it’s gotten stale I’m drawing sexy men from now on,cyberbullying,gender/sexual
Real bitch before ANYTHING‼️,cyberbullying,gender/sexual
i am not the bitch to act funny wit cuz one thing bout it I’m hilarious 😂try to fight fire w/ fire if you want to,cyberbullying,gender/sexual
@AlanEinstoss @Tom74818810 @amuse Muslim men believe in Islam have multiple wives. Christmas are supposed follow Jesus Christ example and teach the people who don't know.Show them.People are like dogs we are all different but can be taught,cyberbullying,religion
"@smith05_sue @jihadwatchRS @IlhanMN Go and read your satanic quoran first and see what it has before taking about islam. You should be ashamed an embarrassed to be part of that satanic cult that has spread terror and killed millions of humans over centuries. Wake up O' Satan Worshipper, Wake up...",cyberbullying,religion
"When you ask a nigga a question and he immediately gets offended. Yeah I’m good. Go on about your business sir, you ain’t gotta worry about me NO MORE.",cyberbullying,ethnicity/race
"U people don't even know what Hindutva is and talking about it..better talk about Islamic extremism, Islamic jihad n Islamic terrorism",cyberbullying,religion
@AmericanKrogan The scripted bad bitch hair cut,cyberbullying,gender/sexual
"It just shows that the ideology of Multiculturalism will lead to the downfall of Western Countries. They never came to integrate &amp; assimilate, they just want to turn the Countries they migrated to into the exact same Countries that they left. #UK #UnitedKingdom #Islam #Muslims https://t.co/TTLXCXpLxd",cyberbullying,religion
"@AdamKinzinger @RepMTG No, what's amazing is your inability to see you're just as dumb (if not, more) than she is. The entire lot of you are nothing but corrupt elitists. Fighting and clawing at each other for the left over scraps of what you steal from the citizens you ""represent"". Kindly fuck off!",cyberbullying,ethnicity/race
"@indiatvnews @bageshwardham @RajatSharmaLive One simple question to you @RajatSharmaLive , do you have equal guts to call a Muslim Cleric or a Christian Pastor to AKA and ask them such questions?Let me answer, you don't!You people are hypocrites beyond compare.If you are not, next on your show must be anyone of them.",cyberbullying,religion
